set,material_id,cif_path,reduced_formula,spacegroup_symbol,spacegroup_number,crystal_system,quality_score,min_eig,B_H,G_H,E_H,nu_H,A_U,density,volume_per_atom,min_distance,relerr_bulk_scalar_vs_BH,relerr_shear_scalar_vs_GH,relerr_young_scalar_vs_EH,targets_scalars,targets_voigt21
4el,gen_00189,generated_cifs_4el_densityaware/gen_00189.cif,Sn16Bi12(BRu)15,P1,1,triclinic,9,64.94616118279033,131.8186599673156,75.37242843782045,189.9193656383507,0.2598729374563496,0.14908664493112322,6.026290774043576,28.910516820035348,2.871800785645292,0.010287453146032306,0.04048225482123271,0.03874399747436616,"[0.4963926374912262, 0.581531822681427, 0.6064742207527161, 1.7322437763214111, 1.9032092094421387, 1.9006596803665161, 1.8987761735916138, 1.8484026193618774]","[2.529013156890869, 0.5195356607437134, 0.525787353515625, -0.5537181496620178, -0.5101288557052612, -0.8967038989067078, 2.531351089477539, 0.522423505783081, -0.552736759185791, -0.5222693681716919, -0.6577421426773071, 2.5292370319366455, -0.6924070119857788, -0.5058736801147461, -0.5830245614051819, 0.437771201133728, -0.5116750001907349, -0.5076318979263306, 0.4396219253540039, -0.4366515278816223, 0.44001102447509766]"
4el,gen_00255,generated_cifs_4el_densityaware/gen_00255.cif,Sr2Mn3Bi2B3,P1,1,triclinic,9,64.93225961589279,157.359722861659,88.48511545379722,223.55319947222105,0.2632248843532902,0.3365740369925838,3.642528783995718,36.034572568972166,2.3075272717255424,0.008790916557424514,0.0014488124920864832,0.0053703371839038515,"[0.9164522290229797, 0.9865619540214539, 1.022081971168518, 0.8363089561462402, 0.8740296959877014, 0.88011234998703, 0.8671157360076904, 0.8841940760612488]","[3.0763206481933594, 0.827777624130249, 0.7638548612594604, -0.3374371826648712, -0.5040907859802246, -1.0392075777053833, 3.0780909061431885, 0.7641170024871826, -0.5429590344429016, -0.517528235912323, -0.6810922622680664, 3.0592355728149414, -0.36954158544540405, -0.50071781873703, -0.8271968960762024, 0.6029493808746338, -0.6271529197692871, -0.5579697489738464, 0.6024609208106995, -0.23116298019886017, 0.771356999874115]"
3el,gen_00293,generated_cifs_3el_densityaware/gen_00293.cif,Mn2(BiB)3,P1,1,triclinic,9,64.7656162650714,106.58167838654111,73.021086929754,178.3361295282619,0.2211276018105601,0.3078376128346232,8.903879107723501,17.932776052841522,2.514717209985118,0.06286612513466582,0.06695614909458104,0.067718066932676,"[0.04215843230485916, 0.4757184386253357, 0.4362102150917053, 0.5193091630935669, 0.3434135317802429, 0.2195906639099121, 0.1848253309726715, 0.36168724298477173]","[1.9232760667800903, 0.3842929005622864, 0.2987230122089386, -0.3481241762638092, -0.5011863112449646, -0.7039591073989868, 1.923535704612732, 0.2992345988750458, -0.5439343452453613, -0.5111789703369141, -0.6021308898925781, 1.9014859199523926, -0.4111592173576355, -0.49864816665649414, -0.6720030307769775, 0.4805375933647156, -0.6672345995903015, -0.6764705777168274, 0.4792845845222473, -0.35370326042175293, 0.69988614320755]"
3el,gen_00075,generated_cifs_3el_densityaware/gen_00075.cif,Sr4(BiB)3,P1,1,triclinic,9,64.7115296812655,136.94996465868854,83.43462582156448,208.05288735376755,0.24680182421333688,0.22479069445302535,5.798776451817492,28.918210021484185,2.159395543550761,0.00603790872520168,0.0035922337359644177,0.006550507672684835,"[0.6050340533256531, 0.8546646237373352, 0.8584917783737183, 0.9078820943832397, 0.8706590533256531, 0.7856080532073975, 0.7597370147705078, 0.861653745174408]","[2.7236127853393555, 0.588621973991394, 0.49422651529312134, -0.3510414659976959, -0.49544233083724976, -0.8395144939422607, 2.7250194549560547, 0.4946725070476532, -0.5571235418319702, -0.5101232528686523, -0.5962197184562683, 2.6997079849243164, -0.37080952525138855, -0.4949728846549988, -0.7091728448867798, 0.48528367280960083, -0.5942503213882446, -0.5468562245368958, 0.48491108417510986, -0.30135810375213623, 0.7271301746368408]"
2el,gen_00298,generated_cifs_2el_densityaware/gen_00298.cif,Sr2B3,P1,1,triclinic,9,64.32684719938638,127.5724292792589,77.62785942665377,193.61249269358825,0.24705546516145976,0.534303333227534,4.58229226835717,15.051380831430786,1.7227727746545776,0.047686401882855174,0.007812693311326686,0.002814119127786284,"[0.5438240766525269, 0.700249195098877, 0.7162109017372131, 0.01899407058954239, -0.08068665862083435, -0.1379767656326294, -0.17097672820091248, -0.06294339895248413]","[2.241122007369995, 0.6221101880073547, 0.616908073425293, -0.23534810543060303, -0.50136399269104, -0.8824074864387512, 2.241265296936035, 0.6182544827461243, -0.4489239752292633, -0.5031585693359375, -0.6367628574371338, 2.240079879760742, -0.25187867879867554, -0.49874842166900635, -0.7987363934516907, 0.6665520668029785, -0.6700055599212646, -0.676334023475647, 0.6644063591957092, -0.20366638898849487, 0.6848258376121521]"
3el,gen_00055,generated_cifs_3el_densityaware/gen_00055.cif,Sr4Bi3B5,P1,1,triclinic,9,64.21770783907682,128.40612929870167,89.75763718632672,218.38760572565474,0.21654052274296576,0.29022212784191037,6.354962345705727,22.460223937158645,2.0523271578851188,0.043319893618139094,0.0222742883126661,0.029777703302515782,"[0.38322514295578003, 0.9714433550834656, 0.9127463102340698, 1.4306755065917969, 1.269531011581421, 1.494805932044983, 1.4556162357330322, 1.5069351196289062]","[2.9926185607910156, 0.2830497622489929, 0.17334485054016113, -0.3860512971878052, -0.5033108592033386, -0.7663301825523376, 2.994570255279541, 0.1730967015028, -0.646941065788269, -0.5216321349143982, -0.5501549243927002, 2.96386981010437, -0.38632726669311523, -0.5097805857658386, -0.6515591740608215, 0.42921358346939087, -0.5739158391952515, -0.48933112621307373, 0.4289931654930115, -0.36434686183929443, 0.7113980054855347]"
4el,gen_00242,generated_cifs_4el_densityaware/gen_00242.cif,Sr3Mn3(BiB)2,P1,1,triclinic,9,63.81440383246526,134.7837245904266,81.86163770106504,204.2367982305684,0.2474512113743802,0.21766416232126318,3.6425285556020883,39.536107991369484,2.3451845439175076,0.0010094897292181853,0.020857296946649537,0.022026522561185632,"[0.5625970363616943, 0.7793785929679871, 0.7858821153640747, 0.7026252746582031, 0.6585643887519836, 0.4583362936973572, 0.43215468525886536, 0.5810707211494446]","[2.7074413299560547, 0.5373923778533936, 0.47271567583084106, -0.3775184154510498, -0.5053213834762573, -0.8527041077613831, 2.7088074684143066, 0.47386854887008667, -0.5301376581192017, -0.5155453085899353, -0.5879741311073303, 2.6898412704467773, -0.36787617206573486, -0.5011060237884521, -0.7378804087638855, 0.46895480155944824, -0.6063452959060669, -0.5896058082580566, 0.46731680631637573, -0.31898611783981323, 0.6361292004585266]"
4el,gen_00195,generated_cifs_4el_densityaware/gen_00195.cif,K3Sr3(BiB)2,P1,1,triclinic,9,63.72328859124535,125.75171724813477,73.46926355376166,184.4807418665485,0.2554960601418946,0.6712599472259981,7.858246014308757,17.322014030078176,1.8177643371405818,0.0472723051313932,0.016039104493552864,0.016145711679430803,"[0.5147173404693604, 0.640293538570404, 0.6576339602470398, 0.7031432390213013, 0.7028115391731262, 0.7686080932617188, 0.7478036880493164, 0.7592666745185852]","[2.043808698654175, 0.6613610982894897, 0.6644232273101807, -0.23510944843292236, -0.5037989616394043, -0.8307108879089355, 2.044243097305298, 0.6634398102760315, -0.4261169731616974, -0.5032694339752197, -0.666671097278595, 2.043816089630127, -0.40832775831222534, -0.49388962984085083, -0.7024431824684143, 0.6801642775535583, -0.6163515448570251, -0.5952420234680176, 0.6809643507003784, -0.17702609300613403, 0.6817982196807861]"
3el,gen_00278,generated_cifs_3el_densityaware/gen_00278.cif,Sr5Bi3B2,P1,1,triclinic,9,63.35818969312659,148.6666541002004,90.74935339377646,226.21849907755103,0.2463917957406898,0.3335189572771249,3.012535578670815,59.89793817319103,2.7376380955479696,0.018020509116952403,0.005675296279881384,0.01176253748144157,"[0.7269911170005798, 1.033981442451477, 1.0346672534942627, 1.0869406461715698, 1.0461697578430176, 0.7363588809967041, 0.7059847116470337, 0.9087135195732117]","[3.266256332397461, 0.5770466327667236, 0.4175901710987091, -0.4300588071346283, -0.490961492061615, -0.8060207366943359, 3.268221139907837, 0.41909322142601013, -0.5991634130477905, -0.5075863599777222, -0.525231122970581, 3.2259438037872314, -0.35357484221458435, -0.4924367666244507, -0.7269628643989563, 0.4193025827407837, -0.5934114456176758, -0.5309157371520996, 0.4179360270500183, -0.3436596989631653, 0.8110241293907166]"
3el,gen_00119,generated_cifs_3el_densityaware/gen_00119.cif,Sr2BiI,P1,1,triclinic,9,63.35316824010921,214.4723925935494,115.79677512047746,294.40568350758844,0.27121710946303307,0.8574717349953005,10.008950169464843,21.19959639525901,2.0461910917020023,0.04596236703956242,0.013823121894065347,0.010804506761936256,"[1.8906382322311401, 1.639207363128662, 1.7414261102676392, 0.9293249845504761, 1.0705763101577759, 0.9344759583473206, 0.9334825277328491, 0.9545627236366272]","[4.546545028686523, 1.441125750541687, 1.0977907180786133, -0.25323939323425293, -0.3988478481769562, -1.1273610591888428, 4.5486741065979, 1.1004703044891357, -0.5796107053756714, -0.4238555133342743, -0.5992716550827026, 4.469249248504639, -0.1038510799407959, -0.41312557458877563, -0.9510456919670105, 0.7635435461997986, -0.6530083417892456, -0.38126036524772644, 0.7628141641616821, 0.04263262450695038, 1.5631346702575684]"
4el,gen_00035,generated_cifs_4el_densityaware/gen_00035.cif,Sr2Mn3Bi2B3,P1,1,triclinic,9,63.34833856330207,128.88097751498353,73.57899998748852,185.4461835771954,0.2601841803281434,0.6203105184077664,6.1979054946499,21.177632978554787,1.9377221238922573,0.02338151936379888,0.012851020126725676,0.010590345690901429,"[0.5176600813865662, 0.6371847987174988, 0.6571201682090759, 0.7007389068603516, 0.7052069902420044, 0.7720509171485901, 0.7518280744552612, 0.7609861493110657]","[2.112277030944824, 0.6928892135620117, 0.6958454251289368, -0.25968730449676514, -0.5101096630096436, -0.880669355392456, 2.1129977703094482, 0.6948717832565308, -0.44691646099090576, -0.5103048086166382, -0.6888566017150879, 2.1119167804718018, -0.4293845295906067, -0.49971073865890503, -0.7276431322097778, 0.6627004146575928, -0.6283705830574036, -0.6068021059036255, 0.6630557179450989, -0.19803087413311005, 0.6647409200668335]"
2el,gen_00019,generated_cifs_2el_densityaware/gen_00019.cif,Sr3Sn2,P1,1,triclinic,9,63.33180314365375,215.75429843633626,109.70159289372145,281.4099145059903,0.2826154437822032,0.9978562867524987,7.792562863447601,21.321213571365718,2.206046892787578,0.06774700306407547,0.018933425469846277,0.015066878240344014,"[1.980366587638855, 1.4732236862182617, 1.5946285724639893, -0.21451154351234436, -0.18881253898143768, -0.20032650232315063, -0.218828946352005, -0.18944847583770752]","[4.351718902587891, 1.6019948720932007, 1.4012874364852905, -0.22485414147377014, -0.44245386123657227, -1.5101124048233032, 4.353307247161865, 1.407208800315857, -0.549338698387146, -0.44700413942337036, -0.7770258188247681, 4.302169322967529, 0.04157377779483795, -0.46028000116348267, -1.1927084922790527, 0.8955895900726318, -0.7866454124450684, -0.6608420014381409, 0.8919634819030762, 0.0562778115272522, 1.3656809329986572]"
4el,gen_00020,generated_cifs_4el_densityaware/gen_00020.cif,Sr3Y2(BiB2)2,P1,1,triclinic,9,63.20492576212293,155.7892802895041,87.25941376961279,220.59271412237962,0.26400524936370146,0.3394892789558819,3.8998106484073123,34.91081301140632,2.356273980932875,0.01954776712877037,0.013640519508521444,0.009457428437767123,"[0.9178121089935303, 0.9889048933982849, 1.025490164756775, 0.8348201513290405, 0.8701404929161072, 0.878837525844574, 0.8643828630447388, 0.8822107911109924]","[3.048982858657837, 0.8003175258636475, 0.7508342266082764, -0.3323473036289215, -0.5063266754150391, -1.02925705909729, 3.050844192504883, 0.7512565851211548, -0.5317047834396362, -0.518326997756958, -0.6682535409927368, 3.0351333618164062, -0.362734317779541, -0.5015928149223328, -0.8151670098304749, 0.5911849141120911, -0.6088486313819885, -0.5480669736862183, 0.5906242728233337, -0.22835613787174225, 0.7242963910102844]"
2el,gen_00208,generated_cifs_2el_densityaware/gen_00208.cif,Sn9B11,P1,1,triclinic,9,63.19981769722636,223.66350256094321,104.5081248293583,271.2730498662597,0.297856268635556,0.8202381973017543,11.368769064278373,8.671019225174216,1.7848721856072371,0.044726657809224704,0.010355285663708707,0.007897772983884213,"[2.0293264389038086, 1.42184317111969, 1.5554147958755493, 0.8853222131729126, 1.17051100730896, 1.2547240257263184, 1.2865077257156372, 1.1033929586410522]","[4.334653854370117, 1.681002140045166, 1.6581487655639648, -0.40739184617996216, -0.5125616192817688, -1.6407995223999023, 4.337430953979492, 1.6586649417877197, -0.4978315830230713, -0.5301371216773987, -0.9311562776565552, 4.327559471130371, -0.45868563652038574, -0.5056073069572449, -1.165574073791504, 0.936147153377533, -0.7036300301551819, -0.5701034665107727, 0.9364840388298035, -0.03874361515045166, 1.0073741674423218]"
4el,gen_00216,generated_cifs_4el_densityaware/gen_00216.cif,Sr2Mn3Bi2B3,P1,1,triclinic,9,63.128285878941185,130.98871166634734,74.53067604580747,187.94587051275235,0.26086250980226255,0.5355603265122904,4.101431043760486,32.002724512739306,2.2127274940196666,0.006153500478770833,0.0006586619785614909,0.0032197952616719846,"[0.5161798000335693, 0.6360992193222046, 0.6563953161239624, 0.6965689659118652, 0.7027663588523865, 0.7729262709617615, 0.7532237768173218, 0.7599404454231262]","[2.197927474975586, 0.6971405148506165, 0.6978133916854858, -0.28206872940063477, -0.5135398507118225, -0.9156944155693054, 2.198821544647217, 0.6968916058540344, -0.46514448523521423, -0.5149770975112915, -0.7016038298606873, 2.19674015045166, -0.44013649225234985, -0.503017008304596, -0.7463817596435547, 0.6419761180877686, -0.6373056173324585, -0.6122668981552124, 0.6419888138771057, -0.21776118874549866, 0.6501581072807312]"
4el,gen_00181,generated_cifs_4el_densityaware/gen_00181.cif,Sr2Sn2(BiB)3,P1,1,triclinic,9,63.05101422735342,158.7067522555787,89.29271593963861,225.57355186113494,0.26311283897793764,0.35682937104503676,2.860807729125154,62.22559643540865,2.7855845536955606,0.00729451917778668,0.0036514709576147405,0.0009746535828599946,"[0.9331085085868835, 1.018433690071106, 1.0534268617630005, 0.8428777456283569, 0.8712230324745178, 0.8918029069900513, 0.8746582269668579, 0.8934523463249207]","[3.1954944133758545, 0.7792168259620667, 0.7490326166152954, -0.3561108112335205, -0.5113947987556458, -1.0697462558746338, 3.197643280029297, 0.7497467994689941, -0.5395219326019287, -0.5218890905380249, -0.6672793626785278, 3.185417652130127, -0.3675524890422821, -0.5034559965133667, -0.8450712561607361, 0.601875901222229, -0.6135888695716858, -0.5583460330963135, 0.6010416746139526, -0.23905518651008606, 0.6872283220291138]"
2el,gen_00110,generated_cifs_2el_densityaware/gen_00110.cif,Sn9B11,P1,1,triclinic,9,62.99863564556426,224.64868043481863,104.93143553832019,272.38478846289604,0.29791795502227314,0.8158695434071603,2.832861190025144,34.79832173564731,2.8701263624219013,0.040500497348165986,0.008412501345472702,0.00534404691326305,"[2.0305123329162598, 1.4274967908859253, 1.559852957725525, 0.8837990760803223, 1.1683919429779053, 1.2622567415237427, 1.2952642440795898, 1.1071438789367676]","[4.401177406311035, 1.6833428144454956, 1.640988826751709, -0.4185952842235565, -0.51007080078125, -1.6524578332901, 4.4039506912231445, 1.6415115594863892, -0.5205761790275574, -0.5282425880432129, -0.9329109787940979, 4.389715194702148, -0.45108121633529663, -0.5045602321624756, -1.1748870611190796, 0.9037442207336426, -0.7055957913398743, -0.5583640933036804, 0.9039021730422974, -0.04623769223690033, 1.022334098815918]"
3el,gen_00242,generated_cifs_3el_densityaware/gen_00242.cif,Sr7Bi2I3,P1,1,triclinic,9,62.861638812835245,214.46126087550041,115.9756114152774,294.7885868677768,0.27090766442359315,0.8786263793539035,8.11868403498274,24.066962407044347,2.1497234962970873,0.045598457677689296,0.014923887336126592,0.01179377366463715,"[1.8893060684204102, 1.6404374837875366, 1.7423362731933594, 0.9278028011322021, 1.069083333015442, 0.9320091605186462, 0.9305312633514404, 0.9527583718299866]","[4.564720630645752, 1.4374616146087646, 1.0871118307113647, -0.2520677149295807, -0.3956214189529419, -1.1218115091323853, 4.56688117980957, 1.0898314714431763, -0.5810002088546753, -0.42068421840667725, -0.5932987928390503, 4.485813617706299, -0.0981513112783432, -0.4104315936565399, -0.9482994079589844, 0.7583408355712891, -0.6511141657829285, -0.3746148943901062, 0.7574962973594666, 0.04596199095249176, 1.5731936693191528]"
4el,gen_00213,generated_cifs_4el_densityaware/gen_00213.cif,Sr2Y3(BiB)3,P1,1,triclinic,9,62.75253320165754,133.08689941066473,75.36047413087678,190.18415489638477,0.26182960689775114,0.44855661292325344,3.1024461780489125,53.58834152038947,2.7255399019081863,0.010910840369183702,0.008236244179091003,0.01200215843332934,"[0.5138041377067566, 0.642620861530304, 0.6622527837753296, 0.690097451210022, 0.694397509098053, 0.7682286500930786, 0.7486530542373657, 0.7546283006668091]","[2.2975969314575195, 0.7006996273994446, 0.6905329823493958, -0.30593791604042053, -0.515824556350708, -0.9501824378967285, 2.2986552715301514, 0.6897261738777161, -0.49267733097076416, -0.5188323259353638, -0.713564932346344, 2.2935736179351807, -0.4451526999473572, -0.505878210067749, -0.762945830821991, 0.6038097143173218, -0.6435688734054565, -0.612726092338562, 0.6035001873970032, -0.2424396574497223, 0.6398548483848572]"
4el,gen_00132,generated_cifs_4el_densityaware/gen_00132.cif,K3Sr2Bi2B3,P1,1,triclinic,9,62.58241362130207,128.98182754202634,74.04811791408414,186.46192500445653,0.2590591783899411,0.5662519691584595,2.9471139083423257,41.86000847404803,2.4517128664014867,0.02088745340378873,0.006935113327354138,0.005240622244000069,"[0.51441490650177, 0.638121485710144, 0.6574228405952454, 0.6948353052139282, 0.6980452537536621, 0.7717061042785645, 0.7516837120056152, 0.7574925422668457]","[2.1479876041412354, 0.6785199642181396, 0.6810439825057983, -0.26517269015312195, -0.5112363696098328, -0.8878520131111145, 2.1487255096435547, 0.6801673769950867, -0.4512801468372345, -0.5108703374862671, -0.6892030835151672, 2.147365093231201, -0.42818355560302734, -0.4997450113296509, -0.7291463613510132, 0.6484079360961914, -0.6253196001052856, -0.6016438603401184, 0.6484842896461487, -0.2017943114042282, 0.6515468955039978]"
4el,gen_00000,generated_cifs_4el_densityaware/gen_00000.cif,K3Sr3(BiB)2,P1,1,triclinic,9,62.49267662338194,128.90689543216598,74.5676988793722,187.54128185031442,0.25752359713888323,0.5251973986915353,3.102445942586513,43.87526816927493,2.450799959393934,0.01928559269104561,0.000966519034949685,0.00020263542950071988,"[0.5102115869522095, 0.6400946378707886, 0.6580931544303894, 0.6959116458892822, 0.6963733434677124, 0.7693722248077393, 0.7492470741271973, 0.7569491267204285]","[2.1735153198242188, 0.6639943718910217, 0.6665239930152893, -0.2711487114429474, -0.5111250281333923, -0.8888872861862183, 2.1742842197418213, 0.665698230266571, -0.45534074306488037, -0.511326014995575, -0.6861424446105957, 2.1728336811065674, -0.42711615562438965, -0.5001671314239502, -0.7309522032737732, 0.6408741474151611, -0.6246355772018433, -0.6008416414260864, 0.6408499479293823, -0.2073478102684021, 0.6439222693443298]"
3el,gen_00294,generated_cifs_3el_densityaware/gen_00294.cif,Sn3Bi2B3,P1,1,triclinic,9,62.485589181485736,156.45729720283026,96.80213827691044,240.75390439920133,0.2435360865196235,0.39496264710528983,5.566117298187943,30.07626789391007,2.5446071094780396,0.06422581678370741,0.021383659003091363,0.021727696699612397,"[1.0317562818527222, 1.2521547079086304, 1.2689125537872314, 1.2294914722442627, 1.231053352355957, 1.3370908498764038, 1.3060561418533325, 1.3171086311340332]","[3.449122667312622, 0.5454103946685791, 0.5512073040008545, -0.32503336668014526, -0.49999964237213135, -0.9159365296363831, 3.4519739151000977, 0.5526062250137329, -0.5043573379516602, -0.5132320523262024, -0.5227503776550293, 3.4467689990997314, -0.30436447262763977, -0.4919959306716919, -0.7454594969749451, 0.6533401012420654, -0.5079262852668762, -0.45055142045021057, 0.6526095867156982, -0.1992923617362976, 0.6499225497245789]"
4el,gen_00141,generated_cifs_4el_densityaware/gen_00141.cif,Y3Mn6Sn5Bi4,P1,1,triclinic,9,62.472459155768945,203.2836047910525,105.16470500332062,269.0911424363881,0.2793795334085299,0.6159429208122864,8.187906373593146,22.824644725473842,2.3581930393276105,0.007861463414737223,0.03186498269974299,0.024427361321260197,"[1.6017653942108154, 1.4957338571548462, 1.5789029598236084, 1.7692952156066895, 2.000026226043701, 2.0542378425598145, 2.0531718730926514, 1.9492335319519043]","[4.474889278411865, 1.0225770473480225, 1.0253269672393799, -0.5187827944755554, -0.522487223148346, -1.269553780555725, 4.478842735290527, 1.0266553163528442, -0.5137047171592712, -0.5309901237487793, -0.6984682679176331, 4.469944000244141, -0.5174903273582458, -0.5121837854385376, -0.9226327538490295, 0.6873869895935059, -0.5454185009002686, -0.43988844752311707, 0.6880140900611877, -0.20223058760166168, 0.6960078477859497]"
4el,gen_00003,generated_cifs_4el_densityaware/gen_00003.cif,Sr2Y3(BiB2)2,P1,1,triclinic,9,62.22832871242727,127.13763320908274,72.57910611151149,182.9279390237196,0.2601969686886657,0.6386729181340307,6.598059594833571,20.66360084144251,1.9927058895567344,0.035046044034075144,0.02624608132161788,0.024022122197800966,"[0.5131876468658447, 0.6361607909202576, 0.6562024354934692, 0.6994987726211548, 0.7019133567810059, 0.7726776003837585, 0.7513552904129028, 0.7603106498718262]","[2.0702145099639893, 0.6785632371902466, 0.6815155148506165, -0.24854248762130737, -0.5092229247093201, -0.8618988394737244, 2.070838689804077, 0.680657684803009, -0.4396859109401703, -0.5078302621841431, -0.6808549165725708, 2.069908857345581, -0.42082226276397705, -0.49761641025543213, -0.7122992277145386, 0.6521515250205994, -0.6161311864852905, -0.5957883596420288, 0.6526051163673401, -0.19064044952392578, 0.6540409922599792]"
3el,gen_00065,generated_cifs_3el_densityaware/gen_00065.cif,Mn3Bi3B2,Pmm2,25,orthorhombic,9,62.100060074430445,106.35741973675735,73.03622606228657,178.2963225421189,0.22060196805667817,0.2514366707303166,7.257001272857186,23.264513670289087,2.807602427218255,0.06164387266149499,0.06541399575537943,0.06671416555886771,"[0.04096771776676178, 0.4789201021194458, 0.4376921057701111, 0.5247923135757446, 0.34680724143981934, 0.22435051202774048, 0.19035159051418304, 0.36791056394577026]","[1.9849824905395508, 0.3561508059501648, 0.2592625021934509, -0.3591136038303375, -0.49927932024002075, -0.7034435272216797, 1.9853492975234985, 0.2599828839302063, -0.5569649934768677, -0.5111762881278992, -0.5880876779556274, 1.9601099491119385, -0.4030054807662964, -0.49849116802215576, -0.6664935946464539, 0.43140292167663574, -0.6532898545265198, -0.6571530699729919, 0.43021106719970703, -0.36640292406082153, 0.6781243681907654]"
2el,gen_00288,generated_cifs_2el_densityaware/gen_00288.cif,Sr5B8,P1,1,triclinic,9,61.708092167428674,234.98641836618327,99.1684973772617,260.8158336473525,0.31501354031383577,1.0455658119287072,7.2591575896895,9.230768789139947,1.6055977708124791,0.08339883516207623,0.033164988319842326,0.03153271771772538,"[2.340010643005371, 1.3427120447158813, 1.509714961051941, 0.5945507287979126, 0.947154700756073, 0.6333200335502625, 0.6731134653091431, 0.632640540599823]","[4.171313285827637, 1.9811615943908691, 1.9842917919158936, -0.36717361211776733, -0.5109376907348633, -1.642722487449646, 4.173354625701904, 1.9853010177612305, -0.3290266990661621, -0.5251178741455078, -0.9387049674987793, 4.172463417053223, -0.4236294627189636, -0.5030683875083923, -1.1940314769744873, 1.0382719039916992, -0.7381977438926697, -0.6649864912033081, 1.0386550426483154, 0.03165407478809357, 1.0407252311706543]"
4el,gen_00218,generated_cifs_4el_densityaware/gen_00218.cif,Sr2Y4Bi2B3,P1,1,triclinic,9,61.41235258517458,130.99455175492497,74.48069303332501,187.84124458764862,0.26100628859349184,0.4594418678359089,3.8944534403596753,38.03581735390879,2.415509853166105,0.006295418521243695,0.002833936435505269,4.340534180099788e-05,"[0.5165432095527649, 0.6414079666137695, 0.6617082357406616, 0.6942257881164551, 0.6980252861976624, 0.7690250873565674, 0.7489922046661377, 0.7568514943122864]","[2.2468321323394775, 0.6751312017440796, 0.6741258502006531, -0.2942970395088196, -0.5143640637397766, -0.9242534041404724, 2.247854471206665, 0.6733893156051636, -0.4759138226509094, -0.516369640827179, -0.6956501007080078, 2.245053291320801, -0.4359188675880432, -0.5042702555656433, -0.74595046043396, 0.6043891310691833, -0.6262564063072205, -0.600858747959137, 0.6042532324790955, -0.2306535392999649, 0.6166338920593262]"
4el,gen_00016,generated_cifs_4el_densityaware/gen_00016.cif,Sr2Y3(BiB)3,P1,1,triclinic,9,60.64832229080243,159.22400373716246,88.6286926642232,224.27367078775114,0.26524302709411324,0.39798467217228506,2.934278864638808,56.65955861982366,2.777618280756052,0.0022741249568529096,0.00013139476552274904,0.005657959555886774,"[0.9182175397872925, 0.9937205910682678, 1.0288928747177124, 0.8303244113922119, 0.867587685585022, 0.8761217594146729, 0.8632228374481201, 0.8788922429084778]","[3.2324063777923584, 0.823778510093689, 0.7050009369850159, -0.35273414850234985, -0.4965903162956238, -1.0399417877197266, 3.2341997623443604, 0.7054492235183716, -0.5798277854919434, -0.511549711227417, -0.6713832020759583, 3.202289581298828, -0.3453470468521118, -0.4968247413635254, -0.8319079875946045, 0.5095118880271912, -0.6227226853370667, -0.521935760974884, 0.5089099407196045, -0.24281266331672668, 0.8087828159332275]"
3el,gen_00086,generated_cifs_3el_densityaware/gen_00086.cif,Bi5B4I3,P1,1,triclinic,9,60.556162554688015,218.9652642970733,115.00674516965623,293.6152298935766,0.2765130839084256,0.9494614989484766,7.517022165311539,27.039723791948898,2.258256191734254,0.025702742619764674,0.008603880715573926,0.009892331443105416,"[1.894547939300537, 1.6346896886825562, 1.7360566854476929, 0.9295480251312256, 1.0764412879943848, 0.9345987439155579, 0.9361621141433716, 0.9557614922523499]","[4.652672290802002, 1.505599021911621, 1.1315085887908936, -0.2785116732120514, -0.3943268656730652, -1.1748932600021362, 4.655058860778809, 1.134181261062622, -0.6145341396331787, -0.41758647561073303, -0.6172629594802856, 4.568079948425293, -0.12231415510177612, -0.4060104489326477, -0.9763596057891846, 0.7216930985450745, -0.6621888875961304, -0.3725614547729492, 0.7206792831420898, 0.03498999774456024, 1.588564157485962]"
2el,gen_00257,generated_cifs_2el_densityaware/gen_00257.cif,Sr7Bi3,P1,1,triclinic,9,60.52876622503276,159.34714193088985,75.35608579112176,195.28456456542008,0.29574514463719653,0.6662949960856626,8.049078205206817,25.58722050575555,2.0634734258794336,0.040536582934094276,0.010103219858593717,0.009215470147922802,"[1.021368384361267, 0.6389574408531189, 0.7205692529678345, 0.567999005317688, 0.7803981304168701, 0.5082296133041382, 0.5224330425262451, 0.5467048287391663]","[2.5964581966400146, 1.097429633140564, 1.0833555459976196, -0.3381751775741577, -0.5022633075714111, -1.0842187404632568, 2.597494125366211, 1.082169771194458, -0.38497817516326904, -0.5137494802474976, -0.753145158290863, 2.5932557582855225, -0.4636688828468323, -0.49977898597717285, -0.8325855135917664, 0.6609914302825928, -0.6507454514503479, -0.6106808185577393, 0.6620055437088013, -0.18524518609046936, 0.7060866355895996]"
